sample,reaction,lb,ub
PknD_KO2,CDAPPA190,0.0,1000.0
PknD_KO2,CDPMEK,0.0,1000.0
PknD_KO2,CDPPT160,0.0,1000.0
PknD_KO2,CDPPT160190,0.0,1000.0
PknD_KO2,CHLabc,0.0,1000.0
PknD_KO2,CHOLD,0.0,1000.0
PknD_KO2,CHORM,0.0,1000.0
PknD_KO2,CHORS,0.0,0.14387755102040817
PknD_KO2,CHRPL,0.0,1000.0
PknD_KO2,CIGAMS,0.0,1000.0
PknD_KO2,CITLr,0.0,2.350000000000364
PknD_KO2,CITabc,0.0,1000.0
PknD_KO2,CLPNS160190,-1000.0,1000.0
PknD_KO2,CMCBTFL,0.0,9.276233064054179e-05
PknD_KO2,CMCBTFU,0.0,9.276233064045455e-05
PknD_KO2,CMLDC,0.0,1000.0
PknD_KO2,CO2t,-1000.0,1000.0
PknD_KO2,COAt,-1000.0,1000.0
PknD_KO2,COBALTt5,-1000.0,1000.0
PknD_KO2,COCHL,0.0,1000.0
PknD_KO2,COt,-1000.0,1000.0
PknD_KO2,CPC6R,0.0,0.0
PknD_KO2,CPPPGO,0.0,1000.0
PknD_KO2,CRNabc,0.0,1000.0
PknD_KO2,CS,0.0,3.1333333333335154
PknD_KO2,CTPS1,0.0,1000.0
PknD_KO2,CTPS2,0.0,1000.0
PknD_KO2,CYANST,0.0,0.0
PknD_KO2,CYO1a,0.0,10.133333333333333
PknD_KO2,CYO1b,0.0,1000.0
PknD_KO2,CYRDAAT,0.0,1000.0
PknD_KO2,CYRDAR,0.0,1000.0
PknD_KO2,CYSS,0.0,1000.0
PknD_KO2,CYSTL,0.0,1000.0
PknD_KO2,CYSTS,0.0,1000.0
PknD_KO2,CYTBD,0.0,1000.0
PknD_KO2,CYTBD2,0.0,1000.0
PknD_KO2,CYTD,0.0,1.1750000000000114
PknD_KO2,CYTDK2,0.0,1000.0
PknD_KO2,CYTDt2r,-1000.0,1000.0
PknD_KO2,CYTK1,-1000.0,1000.0
PknD_KO2,CYTK2,-1000.0,1000.0
PknD_KO2,Clt,-1000.0,1000.0
PknD_KO2,Cuabc,0.0,1000.0
PknD_KO2,Cut1,0.0,1000.0
PknD_KO2,DADA,0.0,1000.0
PknD_KO2,DADK,-1000.0,1000.0
PknD_KO2,DAGK160,0.0,1000.0
PknD_KO2,DALAOX,0.0,1000.0
PknD_KO2,DALAt2r,-1000.0,1000.0
PknD_KO2,DAPDC,0.0,1000.0
PknD_KO2,DAPE,-1000.0,1000.0
PknD_KO2,DASYN160,0.0,1000.0
PknD_KO2,DASYN160190,0.0,1000.0
PknD_KO2,DASYN190190,0.0,1000.0
PknD_KO2,DB4PS,0.0,1000.0
PknD_KO2,DBTSr,-1000.0,1000.0
PknD_KO2,DCPDP,0.0,1000.0
PknD_KO2,DCPDPP,0.0,1000.0
PknD_KO2,DCPDPS,0.0,1000.0
PknD_KO2,DCPE,-2.924314552225546e-13,0.0008597245933160329
PknD_KO2,DCPT,0.0,1000.0
PknD_KO2,DCTPD,0.0,1000.0
PknD_KO2,DCTPD2,0.0,1000.0
PknD_KO2,DCYTD,0.0,1000.0
PknD_KO2,DDPA,0.0,1000.0
PknD_KO2,DESAT16,0.0,0.31333333339137387
PknD_KO2,DESAT18,0.0,0.16521739130434826
PknD_KO2,DGC3D,0.0,1000.0
PknD_KO2,DGK1,-1000.0,1000.0
PknD_KO2,DHAD1,0.0,1000.0
PknD_KO2,DHAD2,0.0,1000.0
PknD_KO2,DHDPRy,0.0,1000.0
PknD_KO2,DHDPS,0.0,0.22926829268292678
PknD_KO2,DHFR,-1000.0,1000.0
PknD_KO2,DHFS,0.0,1000.0
PknD_KO2,DHNAOT,0.0,0.00019546348354282372
PknD_KO2,DHNPA,0.0,1.3251761520062249e-05
PknD_KO2,DHNPA2,0.0,1.3251761520062249e-05
PknD_KO2,DHORTS,-1000.0,1000.0
PknD_KO2,DHPPDA,0.0,1000.0
PknD_KO2,DHPPDA2,0.0,1000.0
PknD_KO2,DHPS2,0.0,1.3251761520062249e-05
PknD_KO2,DHQD,-1000.0,1000.0
PknD_KO2,DHQS,0.0,1000.0
PknD_KO2,DMATT,0.0,1000.0
PknD_KO2,DMPPS,0.0,1000.0
PknD_KO2,DNMPPA,0.0,1000.0
PknD_KO2,DNTPPA,0.0,1000.0
PknD_KO2,DPCOAK,0.0,1000.0
PknD_KO2,DPPS,0.0,1000.0
PknD_KO2,DPR,0.0,0.027157001414428877
PknD_KO2,DRPA,0.0,1000.0
PknD_KO2,DSERt2r,-1000.0,1000.0
PknD_KO2,DTMPK,-1000.0,1000.0
PknD_KO2,DURIK1,0.0,0.0
PknD_KO2,DURIPP,-1000.0,1000.0
PknD_KO2,DUTPDP,0.0,1000.0
PknD_KO2,DXPRIi,0.0,1000.0
PknD_KO2,DXPS,0.0,1000.0
PknD_KO2,ENO,-1000.0,1000.0
PknD_KO2,ETHAt,-1000.0,1000.0
PknD_KO2,EX_acysbmn,0.0,1000.0
PknD_KO2,EX_ala_B,0.0,1000.0
PknD_KO2,EX_ala_D,0.0,1000.0
PknD_KO2,EX_ala_L,0.0,1000.0
PknD_KO2,EX_arab_D,0.0,1000.0
PknD_KO2,EX_arab_L,0.0,1000.0
PknD_KO2,EX_arg_L,0.0,1000.0
PknD_KO2,EX_asn_L,0.0,1000.0
PknD_KO2,EX_asp_L,0.0,1000.0
PknD_KO2,EX_atp,0.0,1000.0
PknD_KO2,EX_bmn,0.0,1000.0
PknD_KO2,EX_ca2,-1000.0,1000.0
PknD_KO2,EX_chol,0.0,1000.0
PknD_KO2,EX_cit,-1.0,1000.0
PknD_KO2,EX_cl,-1000.0,1000.0
PknD_KO2,EX_co2,-1000.0,1000.0
PknD_KO2,EX_coa,0.0,1000.0
PknD_KO2,EX_cobalt2,0.0,1000.0
PknD_KO2,EX_crn,0.0,1000.0
PknD_KO2,EX_cu2,-1000.0,1000.0
PknD_KO2,EX_cytd,0.0,1000.0
PknD_KO2,EX_etha,0.0,1000.0
PknD_KO2,EX_fe2,-1000.0,1000.0
PknD_KO2,EX_fe3,-1000.0,1000.0
PknD_KO2,EX_fum,0.0,1000.0
PknD_KO2,EX_gal,0.0,1000.0
PknD_KO2,EX_glc,0.0,1000.0
PknD_KO2,EX_glu_L,-1.0,1000.0
PknD_KO2,EX_gly,0.0,1000.0
PknD_KO2,EX_glyb,0.0,1000.0
PknD_KO2,EX_glyc3p,0.0,1000.0
PknD_KO2,EX_glyc,0.0,1000.0
PknD_KO2,EX_gthrd,0.0,1000.0
PknD_KO2,EX_h2,0.0,1000.0
PknD_KO2,EX_h2co3,-1000.0,1000.0
PknD_KO2,EX_h2o,0.0,1000.0
PknD_KO2,EX_h2s,0.0,1000.0
PknD_KO2,EX_h,-1000.0,1000.0
PknD_KO2,EX_hdca,0.0,1000.0
PknD_KO2,EX_his_L,0.0,1000.0
PknD_KO2,EX_id3acald,0.0,1000.0
PknD_KO2,EX_ile_L,0.0,1000.0
PknD_KO2,EX_k,-1000.0,1000.0
PknD_KO2,EX_lac_L,0.0,1000.0
PknD_KO2,EX_lcts,0.0,1000.0
PknD_KO2,EX_leu_L,0.0,1000.0
PknD_KO2,EX_lys_L,0.0,1000.0
PknD_KO2,EX_mal_L,0.0,1000.0
PknD_KO2,EX_malt,0.0,1000.0
PknD_KO2,EX_malthp,0.0,1000.0
PknD_KO2,EX_meoh,0.0,1000.0
PknD_KO2,EX_met_L,0.0,1000.0
PknD_KO2,EX_mg2,-1000.0,1000.0
PknD_KO2,EX_na1,-1000.0,1000.0
PknD_KO2,EX_nh4,-20.0,1000.0
PknD_KO2,EX_no2,0.0,1000.0
PknD_KO2,EX_no3,0.0,1000.0
PknD_KO2,EX_no,0.0,1000.0
PknD_KO2,EX_o2,-20.0,1000.0
PknD_KO2,EX_ocdca,0.0,1000.0
PknD_KO2,EX_orn,0.0,1000.0
PknD_KO2,EX_pac,0.0,1000.0
PknD_KO2,EX_pdima,0.0,1000.0
PknD_KO2,EX_phdca,0.0,1000.0
PknD_KO2,EX_phe_L,0.0,1000.0
PknD_KO2,EX_pi,-1000.0,1000.0
PknD_KO2,EX_ppa,0.0,1000.0
PknD_KO2,EX_ppdima,0.0,1000.0
PknD_KO2,EX_pro_L,0.0,1000.0
PknD_KO2,EX_pyr,0.0,1000.0
PknD_KO2,EX_rib_D,0.0,1000.0
PknD_KO2,EX_ser_D,0.0,1000.0
PknD_KO2,EX_ser_L,0.0,1000.0
PknD_KO2,EX_skm,0.0,1000.0
PknD_KO2,EX_so4,-1000.0,1000.0
PknD_KO2,EX_succ,0.0,1000.0
PknD_KO2,EX_tartr_L,0.0,1000.0
PknD_KO2,EX_thr_L,0.0,1000.0
PknD_KO2,EX_tre,0.0,1000.0
PknD_KO2,EX_trp_L,0.0,1000.0
PknD_KO2,EX_tsul,0.0,1000.0
PknD_KO2,EX_ttdca,0.0,1000.0
PknD_KO2,EX_tyr_L,0.0,1000.0
PknD_KO2,EX_val_L,0.0,1000.0
PknD_KO2,EX_ac,-10.0,1000.0
PknD_KO2,EX_4abz,0.0,1000.0
PknD_KO2,EX_for,0.0,1000.0
PknD_KO2,EX_akg,0.0,1000.0
PknD_KO2,EX_gua,0.0,1000.0
PknD_KO2,EX_ad,0.0,1000.0
PknD_KO2,Adt,-1000.0,1000.0
PknD_KO2,EX_urea,0.0,1000.0
PknD_KO2,FACOAE140,0.0,1000.0
PknD_KO2,FACOAE160,0.0,1000.0
PknD_KO2,FACOAE180,0.0,1000.0
PknD_KO2,FACOAL140,0.0,1.1749999999999998
PknD_KO2,FACOAL160,-1000.0,1000.0
PknD_KO2,FACOAL161,-0.3133333333333333,0.07999999999999996
PknD_KO2,FACOAL180,0.0,1.1749999999999998
PknD_KO2,FACOAL181,-1000.0,1000.0
PknD_KO2,FACOAL200,0.0,0.003353056498976004
PknD_KO2,FACOAL80,-1000.0,1000.0
PknD_KO2,FACOALPHDCA,-1000.0,1000.0
PknD_KO2,FACOALPREPH,-0.003353057199211882,1.1749999999999994
PknD_KO2,FAH4,0.0,1000.0
PknD_KO2,FAMPL1,0.0,0.00026816595906039
PknD_KO2,FAMPL2,0.0,0.00019516523025047105
PknD_KO2,FAMPL3,0.0,0.00015862816588652689
PknD_KO2,FAMPL4,0.0,3.649203828587371e-05
PknD_KO2,FAMPL5,0.0,0.0001585573265875731
PknD_KO2,FAO1,0.0,1000.0
PknD_KO2,FAO10,0.0,1000.0
PknD_KO2,FAO11,0.0,1000.0
PknD_KO2,FAO2,0.0,1000.0
PknD_KO2,FAO3,0.0,1000.0
PknD_KO2,FAS100,0.0,0.11851851851851845
PknD_KO2,FAS120,0.0,0.11851851851852857
PknD_KO2,FAS140,0.0,1000.0
PknD_KO2,FAS160,0.0,0.08000000307975218
PknD_KO2,FAS161,0.0,0.08000000000000018
PknD_KO2,FAS180,0.0,0.1652173913044071
PknD_KO2,FAS181,0.0,0.17538461538465724
PknD_KO2,FAS200,0.0,0.010059168796715378
PknD_KO2,FAS240_L,0.0,0.0025279060275673337
PknD_KO2,FAS260,0.0,0.002527906027567587
PknD_KO2,FAS80_L,0.0,0.12000000000000338
PknD_KO2,FASPHDCA,0.0,1000.0
PknD_KO2,FASm1601,0.0,1.9480089434492726e-05
PknD_KO2,FASm180,0.0,0.0026050809737197
PknD_KO2,FASm1801,0.0,1.9480089434492726e-05
PknD_KO2,FASm2001,0.0,1.9480089434492726e-05
PknD_KO2,FASm2002,0.0,0.00012184994717698001
PknD_KO2,FASm220,0.0,0.009999999999990905
PknD_KO2,FASm2201,0.0,1.9480089434492726e-05
PknD_KO2,FASm2202,0.0,0.00012184994717698001
PknD_KO2,FASm240,0.0,0.009999999999990905
PknD_KO2,FASm2401,0.0,1.9480089434492726e-05
PknD_KO2,FASm2402,0.0,0.00012184994717698736
PknD_KO2,FASm260,0.0,0.009999999999990905
PknD_KO2,FASm2601,0.0,1.9480089434492726e-05
PknD_KO2,FASm2602,0.0,3.896017886898545e-05
PknD_KO2,FASm280,0.0,0.009999999999990905
PknD_KO2,FASm2801,0.0,1.9480089434492726e-05
PknD_KO2,FASm2802,0.0,3.896017886898545e-05
PknD_KO2,FASm300,0.0,3.896017886898545e-05
PknD_KO2,FASm3001,0.0,0.0
PknD_KO2,FASm320,0.0,3.896017886898545e-05
PknD_KO2,FASm340,0.0,3.896017886898545e-05
PknD_KO2,FBA,-1000.0,1000.0
PknD_KO2,FBP,0.0,2.3500000000002497
PknD_KO2,FCLPA,-1000.0,1000.0
PknD_KO2,FCLT,0.0,1000.0
PknD_KO2,FCLT2,0.0,1000.0
PknD_KO2,FCOAH2,0.0,1000.0
PknD_KO2,FDH,0.0,1000.0
PknD_KO2,FE3Ri,0.0,1000.0
PknD_KO2,FETRANS,-1000.0,1000.0
PknD_KO2,FHL,0.0,1000.0
PknD_KO2,FMNAT,0.0,1000.0
PknD_KO2,FOLD3,0.0,1.3251761520062249e-05
PknD_KO2,FOLR2,0.0,1000.0
PknD_KO2,FOMETR,-1000.0,1000.0
PknD_KO2,FORMCOAL,-1000.0,1000.0
PknD_KO2,FRD,0.0,1000.0
PknD_KO2,FRD2,0.0,1000.0
PknD_KO2,FRD3,0.0,1000.0
PknD_KO2,FRRPPDIMAS,0.0,1000.0
PknD_KO2,FTHFCL,0.0,1000.0
PknD_KO2,FTHFD,0.0,1000.0
PknD_KO2,FUM,-1000.0,1000.0
PknD_KO2,FUMt2r,-1000.0,1000.0
PknD_KO2,G16MTM1,0.0,1000.0
PknD_KO2,G16MTM10,0.0,1000.0
PknD_KO2,G16MTM2,0.0,1000.0
PknD_KO2,G16MTM4,0.0,1000.0
PknD_KO2,G16MTM5,0.0,1000.0
PknD_KO2,G16MTM6,0.0,1000.0
PknD_KO2,G16MTM7,0.0,1000.0
PknD_KO2,G16MTM8,0.0,1000.0
PknD_KO2,G16MTM9,0.0,1000.0
PknD_KO2,G1PACT,0.0,1000.0
PknD_KO2,G1PTT,0.0,1000.0
PknD_KO2,G1SATi,0.0,1000.0
PknD_KO2,G3PAT160,0.0,1000.0
PknD_KO2,G3PAT190,0.0,1000.0
PknD_KO2,G5SADs,0.0,1000.0
PknD_KO2,G5SD,0.0,1000.0
PknD_KO2,G5SD2,0.0,1000.0
PknD_KO2,G6PDH2,0.0,1000.0
PknD_KO2,GALFT,0.0,1000.0
PknD_KO2,GALKr,0.0,0.0
PknD_KO2,GALT,-1000.0,1000.0
PknD_KO2,GALUi,0.0,1000.0
PknD_KO2,GALt2,0.0,0.0
PknD_KO2,GAPD,-1000.0,1000.0
PknD_KO2,GARFT,0.0,1000.0
PknD_KO2,GCCa,0.0,1.0
PknD_KO2,GCCb,0.0,1000.0
PknD_KO2,GCCc,0.0,1000.0
PknD_KO2,GF6PTAr,-1000.0,1000.0
PknD_KO2,GFUCS,0.0,1000.0
PknD_KO2,GGLUCT2,0.0,1000.0
PknD_KO2,GHMT2,0.0,1000.0
PknD_KO2,GK1,-1000.0,1000.0
PknD_KO2,GLCabc,0.0,1000.0
PknD_KO2,GLGC,0.0,1000.0
PknD_KO2,GLNS,0.0,1000.0
PknD_KO2,GLNSP1,0.0,1000.0
PknD_KO2,GLNSP2,0.0,1000.0
PknD_KO2,GLNSP3,0.0,1000.0
PknD_KO2,GLU5K,0.0,1000.0
PknD_KO2,GLUCYS,0.0,1000.0
PknD_KO2,GLUDC,0.0,1.000000000000455
PknD_KO2,GLUDx,-1000.0,1000.0
PknD_KO2,GLUPRT,0.0,0.027157001414426972
PknD_KO2,GLUR,-1000.0,1000.0
PknD_KO2,GLUSy,0.0,1000.0
PknD_KO2,GLUt2r,-1000.0,1000.0
PknD_KO2,GLXO1,0.0,1000.0
PknD_KO2,GLYBabc,0.0,1000.0
PknD_KO2,GLYC3Pabc,0.0,0.0
PknD_KO2,GLYCK,0.0,1000.0
PknD_KO2,GLYCL,0.0,1000.0
PknD_KO2,GLYCTO1,0.0,1000.0
PknD_KO2,GLYCTO2,0.0,1000.0
PknD_KO2,GLYCTO3,0.0,1000.0
PknD_KO2,GLYCTO4,0.0,1000.0
PknD_KO2,GLYCt,-1000.0,1000.0
PknD_KO2,GLYK,0.0,1000.0
PknD_KO2,GLYt2r,-1000.0,1000.0
PknD_KO2,GMAND,0.0,1000.0
PknD_KO2,GMPS2,0.0,1000.0
PknD_KO2,GMT1,0.0,6.223358503860201e-05
PknD_KO2,GND,0.0,1000.0
PknD_KO2,GPDDA2,0.0,0.3133333333333667
PknD_KO2,GRTT,0.0,0.038095238095193405
PknD_KO2,GSNK,0.0,1000.0
PknD_KO2,GTHOr,-1000.0,1000.0
PknD_KO2,GTHRDt2,0.0,0.0
PknD_KO2,GTHS,0.0,1000.0
PknD_KO2,GTMLT,0.0,0.7833333333333333
PknD_KO2,GTPCI,0.0,1.0890443459149989e-05
PknD_KO2,GTPCII,0.0,1000.0
PknD_KO2,GTPCII2,0.0,1000.0
PknD_KO2,GTPDPK,0.0,0.7833333334780264
PknD_KO2,GTPH1,0.0,1.1750000002156566
PknD_KO2,GUACYC,0.0,1.175000000000001
PknD_KO2,GUAD,0.0,1000.0
PknD_KO2,GUAPRT,0.0,1000.0
PknD_KO2,H2CO3D,-1000.0,1000.0
PknD_KO2,H2CO3TP,-1000.0,1000.0
PknD_KO2,H2Ot,-1000.0,1000.0
PknD_KO2,H2St1,0.0,1000.0
PknD_KO2,H2td,-1000.0,1000.0
PknD_KO2,HCO3E,-1000.0,1000.0
PknD_KO2,HCYSMT,0.0,1000.0
PknD_KO2,HDCAt2,0.0,1000.0
PknD_KO2,HEX1,0.0,1000.0
PknD_KO2,HISTD,0.0,0.10816901408438014
PknD_KO2,HISTP,0.0,0.10816901419536862
PknD_KO2,HISt2r,-1000.0,1000.0
PknD_KO2,HMBS,0.0,1000.0
PknD_KO2,HMPK1,0.0,1000.0
PknD_KO2,HMPK2,0.0,1000.0
PknD_KO2,HMPK3,0.0,1000.0
PknD_KO2,HMPK4,0.0,1000.0
PknD_KO2,HOPNTAL,0.0,0.0
PknD_KO2,HPPK,0.0,1.325176155384369e-05
PknD_KO2,HPPK2,0.0,1.3251761520062249e-05
PknD_KO2,HSDy,-1000.0,0.0
PknD_KO2,HSERTA,-1000.0,1000.0
PknD_KO2,HSK,0.0,1000.0
PknD_KO2,HSST,0.0,1000.0
PknD_KO2,HSTPT,0.0,0.10816901408451379
PknD_KO2,HXPRT,0.0,1000.0
PknD_KO2,ICDHy,0.0,1000.0
PknD_KO2,ICHORSi,0.0,1000.0
PknD_KO2,ICL,0.0,1000.0
PknD_KO2,ID3ACALDt,-1000.0,1000.0
PknD_KO2,IG3PS,0.0,0.10816901419536862
PknD_KO2,IGAMD,0.0,1000.0
PknD_KO2,IGPDH,0.0,0.10816901419536862
PknD_KO2,IGPS,0.0,1000.0
PknD_KO2,ILETA,-1000.0,1000.0
PknD_KO2,ILEt2r,-1000.0,1000.0
PknD_KO2,IMPC,-1000.0,1000.0
PknD_KO2,IMPD,0.0,1000.0
PknD_KO2,INDPYRD,-1000.0,1000.0
PknD_KO2,INSH,0.0,0.7833333333333333
PknD_KO2,INSK,0.0,1000.0
PknD_KO2,IPDDI,-1000.0,1000.0
PknD_KO2,IPDPS,0.0,1000.0
PknD_KO2,IPMD,0.0,1000.0
PknD_KO2,IPPMIa,-0.2892307692308017,0.0
PknD_KO2,IPPMIb,-0.28923076935973313,0.0
PknD_KO2,IPPS,0.0,0.2892307692308321
PknD_KO2,KARA1i,0.0,1000.0
PknD_KO2,KARA2i,0.0,1000.0
PknD_KO2,Kabc,0.0,1000.0
PknD_KO2,Kt3r,-1000.0,0.0
PknD_KO2,LACZ,0.0,1000.0
PknD_KO2,LCTSabc,0.0,0.0
PknD_KO2,LDH_L,-1000.0,1000.0
PknD_KO2,LEUTA,-1000.0,1000.0
PknD_KO2,LEUt2r,-1000.0,1000.0
PknD_KO2,LO,0.0,1000.0
PknD_KO2,LPLIPAL2E160,0.0,1000.0
PknD_KO2,LPLIPAL2E180,0.0,0.0
PknD_KO2,LYSt5r,-1000.0,1000.0
PknD_KO2,L_LACD,0.0,3.849999999999999
PknD_KO2,L_LACD2,0.0,10.133333333333333
PknD_KO2,L_LACD3,0.0,10.133333333333333
PknD_KO2,L_LACt2r,-1000.0,1000.0
PknD_KO2,L_LACt3,0.0,1000.0
PknD_KO2,MALS,0.0,3.1333333333333333
PknD_KO2,MALT,0.0,1000.0
PknD_KO2,MALTHPabc,0.0,1000.0
PknD_KO2,MALTabc,0.0,1000.0
PknD_KO2,MALt2r,-1000.0,1000.0
PknD_KO2,MAN1PT,0.0,1000.0
PknD_KO2,MAN1PT2,0.0,1000.0
PknD_KO2,MAN6PI,-1000.0,1000.0
PknD_KO2,MANAT1,0.0,1000.0
PknD_KO2,MANAT2,0.0,1000.0
PknD_KO2,MANAT3,0.0,1000.0
PknD_KO2,MCBTS,0.0,3.0857531492800986e-08
PknD_KO2,MCBTS2,0.0,3.058434789201469e-08
PknD_KO2,MCBTS3,0.0,0.0
PknD_KO2,MCD,0.0,1000.0
PknD_KO2,MCOATA,0.0,0.5358669833729216
PknD_KO2,MDFDH,-1000.0,1000.0
PknD_KO2,MDH,-1000.0,1000.0
PknD_KO2,ME1,0.0,1000.0
PknD_KO2,MECDPDH,0.0,1000.0
PknD_KO2,MECDPS,0.0,0.1523809523809524
PknD_KO2,MEOHt2,-1000.0,1000.0
PknD_KO2,MEPCT,0.0,0.15238095249628714
PknD_KO2,METAT,0.0,1000.0
PknD_KO2,METOX1s,0.0,1000.0
PknD_KO2,METOX2s,0.0,1000.0
PknD_KO2,METS,0.0,1000.0
PknD_KO2,METSOXR1,0.0,1000.0
PknD_KO2,METSOXR2,0.0,1000.0
PknD_KO2,METabc,0.0,1000.0
PknD_KO2,MGt5,-1000.0,1000.0
PknD_KO2,MHPGLUT,0.0,0.0
PknD_KO2,MI1PP,0.0,0.7833333333333333
PknD_KO2,MI1PS,0.0,0.00020515383303248828
PknD_KO2,MI3PP,0.0,0.00020515383303247651
PknD_KO2,MMCD,0.0,2.3500000000012164
PknD_KO2,MME,-0.2611111111111111,0.0
PknD_KO2,MMM2r,-0.26111111111128593,0.0
PknD_KO2,MMSAD1,0.0,0.26111111111111107
PknD_KO2,MMSAD2,0.0,0.0
PknD_KO2,MN6PP,0.0,1000.0
PknD_KO2,MNDNS1,0.0,1000.0
PknD_KO2,MNDNS2,0.0,1000.0
PknD_KO2,MOHMT,0.0,0.02715700141442663
PknD_KO2,MPML,0.0,0.0
PknD_KO2,MSHAMID,0.0,0.0
PknD_KO2,MSHOXH,0.0,1000.0
PknD_KO2,MSHS,0.0,1000.0
PknD_KO2,MTAN,0.0,1000.0
PknD_KO2,MTHFC,-1000.0,1000.0
PknD_KO2,MTHFD,-1000.0,1000.0
PknD_KO2,MTHFR2,0.0,1000.0
PknD_KO2,MTI,-1000.0,1000.0
PknD_KO2,MYC1CYC1,0.0,1000.0
PknD_KO2,MYC1CYC2,0.0,1000.0
PknD_KO2,MYC1CYC3,0.0,1000.0
PknD_KO2,MYC1CYC4,0.0,1000.0
PknD_KO2,MYC1CYC5,0.0,1000.0
PknD_KO2,MYC1M1,0.0,1000.0
PknD_KO2,MYC1M2,0.0,1000.0
PknD_KO2,MYC2CYC1,0.0,1000.0
PknD_KO2,MYC2CYC2,0.0,1000.0
PknD_KO2,MYC2CYC3,0.0,1000.0
PknD_KO2,MYCON1,0.0,0.0002681659590603962
PknD_KO2,MYCON2,0.0,0.00019516523025047105
PknD_KO2,MYCON3,0.0,0.0001586281658865309
PknD_KO2,MYCON4,0.0,3.649203828587371e-05
PknD_KO2,MYCON5,0.0,0.0001585573265875627
PknD_KO2,MYCSacp50,0.0,1000.0
PknD_KO2,MYCSacp56,0.0,1000.0
PknD_KO2,MYCSacp58,0.0,1000.0
PknD_KO2,MYCTR,-1000.0,1000.0
PknD_KO2,MYCTR2,0.0,1000.0
PknD_KO2,NADH10,0.0,1000.0
PknD_KO2,NADH2r,-1000.0,1000.0
PknD_KO2,NADH5,0.0,10.133333333333333
PknD_KO2,NADH9,0.0,1000.0
PknD_KO2,NADK,0.0,1000.0
PknD_KO2,NADS2,0.0,1000.0
PknD_KO2,NADTRHD,0.0,1000.0
PknD_KO2,NAKtr,0.0,1000.0
PknD_KO2,NAPRTr,-1000.0,1000.0
PknD_KO2,NARK,0.0,1000.0
PknD_KO2,NAt3_1,0.0,1000.0
PknD_KO2,NDPK1,-1000.0,1000.0
PknD_KO2,NDPK2,-1000.0,1000.0
PknD_KO2,NDPK3,-1000.0,1000.0
PknD_KO2,NDPK4,-1000.0,1000.0
PknD_KO2,NDPK5,-1000.0,1000.0
PknD_KO2,NDPK6,-1000.0,1000.0
PknD_KO2,NDPK7,-1000.0,1000.0
PknD_KO2,NDPK8,-1000.0,1000.0
PknD_KO2,NH4OHDs,-1000.0,1000.0
PknD_KO2,NH4t,-1000.0,1000.0
PknD_KO2,NNAM,0.0,0.0
PknD_KO2,NNAT,0.0,1000.0
PknD_KO2,NNDMBRT,0.0,1000.0
PknD_KO2,NNDPR,-2.741761488527196e-14,0.00047706341472230344
PknD_KO2,NO,0.0,1000.0
PknD_KO2,NO3R1,0.0,0.0
PknD_KO2,NO3R2,0.0,1000.0
PknD_KO2,NOt,-1000.0,1000.0
PknD_KO2,NPHS,0.0,1000.0
PknD_KO2,NTD1,0.0,1000.0
PknD_KO2,NTD10,0.0,1000.0
PknD_KO2,NTD11,0.0,1000.0
PknD_KO2,NTD2,0.0,1000.0
PknD_KO2,NTD3,0.0,1000.0
PknD_KO2,NTD4,0.0,1000.0
PknD_KO2,NTD5,0.0,1000.0
PknD_KO2,NTD6,0.0,1000.0
PknD_KO2,NTD7,0.0,1000.0
PknD_KO2,NTD8,0.0,1000.0
PknD_KO2,NTD9,0.0,1000.0
PknD_KO2,NTPP2,0.0,1000.0
PknD_KO2,NTPP3,0.0,1000.0
PknD_KO2,NTPP4,0.0,1.1749999999999545
PknD_KO2,NTPP5,0.0,1000.0
PknD_KO2,NTPP7,0.0,1000.0
PknD_KO2,NTPP8,0.0,1000.0
PknD_KO2,NTPTP1,0.0,1000.0
PknD_KO2,NTPTP2,0.0,1000.0
PknD_KO2,NTRIR2x,0.0,1000.0
PknD_KO2,NTRIRx,0.0,1000.0
PknD_KO2,NTRIRy,0.0,1000.0
PknD_KO2,O16RHAT,0.0,1000.0
PknD_KO2,O2t,-1000.0,1000.0
PknD_KO2,OCBT,-1000.0,1000.0
PknD_KO2,OCDCAt2,0.0,1000.0
PknD_KO2,OCOAT1r,-6.672426877461776e-08,0.0
PknD_KO2,OMCDC,0.0,1000.0
PknD_KO2,OMPDC,0.0,1000.0
PknD_KO2,OPAH,-1000.0,1000.0
PknD_KO2,ORNTA,0.0,1000.0
PknD_KO2,ORNTAC,-1000.0,1000.0
PknD_KO2,ORNt,-1000.0,1000.0
PknD_KO2,ORPT,-1000.0,1000.0
PknD_KO2,OXACOAL,-1000.0,1000.0
PknD_KO2,OXCDC,0.0,1.0000000000000002
PknD_KO2,OXGDC,0.0,1000.0
PknD_KO2,P5CD,0.0,2.35
PknD_KO2,P5CR,0.0,1000.0
PknD_KO2,P5CRx,0.0,1000.0
PknD_KO2,PACt2r,-1000.0,1000.0
PknD_KO2,PANTS,0.0,1000.0
PknD_KO2,PAPA160,0.0,2.35
PknD_KO2,PAPPT1,-1.1188809151672391e-13,0.0003289418503317836
PknD_KO2,PAPPT2,-1.1188809151672391e-13,0.00032894185033176574
PknD_KO2,PAPPT3,-5.55552715457195e-15,1.6332796073477743e-05
PknD_KO2,PAPR,-1000.0,1000.0
PknD_KO2,PATS,0.0,1000.0
PknD_KO2,PC,0.0,1000.0
PknD_KO2,PC11M,0.0,1000.0
